post_id,created_at,user_name,text,qwen_label
5176861292497095,Thu Jun 12 23:49:36 +0800 2025,易燃易爆炸的打工人,补几张～再见北京这座地铁没电动扶梯换乘要走二里地去哪儿都要预约出门万步起共享单车不自动的城市下次我还来哈哈哈哈哈哈哈,其他
5176783273722624,Thu Jun 12 18:39:35 +0800 2025,可以不可以吗_,北京最近的风 吹得人热热的下班踩着共享单车 路上车挤车等红绿灯的时候 人挨着人心里莫名其妙的回忆起以前的一些事情脑子里又浮现一些不该有的想法回到家 一股厕所的下水道味袭来来北京的这几年北京给我一种好像每个厕所都反味的错觉但还好我已经习惯了解开束缚 躺在床上听着外面马路 ...全文,其他
5176726889170141,Thu Jun 12 14:55:32 +0800 2025,高质男,女生曝在北京骑共享单车“被坑”10分钟结账80元！？！高质男的微博视频,投诉
5176411885405661,Wed Jun 11 18:03:49 +0800 2025,可以多加一点香菜吗,早上没睡醒迷迷糊糊扫码共享单车结果扫错马原来是去琼库什台的马太粗心了不知道骑多久才能回北京伊犁·琼库什台村落,求助
5176680245104718,Thu Jun 12 11:50:11 +0800 2025,爱吃桃子味阿尔卑斯的兔子,昨天下午和@东叶不尘见上面了！广东和河北的在北京见面何尝不是一种北漂！下午两个人去王府井，极其丝滑地选择骑车过去，走了一小段路开始看见有共享单车错落不一地停在电动车间，我一眼就瞅着了颜色最不一样的那一辆，然后立刻指着那辆小黄车对着叶子说：“我要那辆黄的！” （虽然叶子没吃 ...全文,其他
5176317815554216,Wed Jun 11 11:50:00 +0800 2025,这颗番茄不太熟,看完这个视频感觉自己不仅去过北京了，还好像已经在北京生活很多年了的感觉,其他
5176429089391582,Wed Jun 11 19:12:11 +0800 2025,吃饱睡好赚大钱-,北京结算画面吃到了美味铜锅涮肉，紫光园算什么？鸦儿李记的酸奶才是神！！前海后海都逛了，走了两万步，骑着共享单车在老胡同中穿行正好从鼓楼路过，掏出手机打开网易云好自由啊～煮叶好喝，第一次看到ppmt机器补货蹲了一小时也没看到labubu，还好靠着小红书摇到了小太阳，真的是可爱晕了。飞机晚 ...全文,其他
5176419551545767,Wed Jun 11 18:34:17 +0800 2025,吉祥太阳4,@北京12345您看看以下这些图片是今天6月11日18时左右，朱辛庄地铁站A2出入口外的十字路口，这乱停车堵在回昌东路南向北方向人行横道与非机动车道上的众多共享单车与电动车，每天这钟点真该有人来管管了吧！ 图九为回昌东路南向北方向一个路口的堵路经营的游商，也得管管吧（朱辛庄地铁站-定泗路 ...全文,投诉
5176366338671604,Wed Jun 11 15:02:50 +0800 2025,闫小倩儿,早起6点40起床洗漱，抱娃起床洗漱，送娃上学，坐8点05分的高铁去北京，转地铁，共享单车，到达，面诊，结束共享单车 地铁 高铁 涿州 回家三老板我俩昨天晚上就开始喊饿，这个点儿了才开饭休息一小时接娃！今天真的累P了…,其他
5176279408051590,Wed Jun 11 09:17:24 +0800 2025,Aurora要微笑,来了北京之后我的大腿天天哒哒哒  拼命骑,其他
5175536168734516,Mon Jun 09 08:04:02 +0800 2025,半阙诗仙,天哪北京ip居然有紫色的单车了，这样我和棣一起，他骑黄色我骑紫色，就是他最爱的球队紫金配色,其他
5176127157961026,Tue Jun 10 23:12:24 +0800 2025,此乃祥瑞之赵女士_,为什么要锁我的车 为什么我问你为什么要锁我的车害得我在北京35度的高温抢不到共享单车只能爬行为什么老鼠不能走下水道啊 起码阴凉,投诉
5176101624352638,Tue Jun 10 21:30:57 +0800 2025,法职_庞九林律师,#韦东奕舆论喧嚣之外其实专注学术##韦东奕近期在数学顶级期刊发文#惊呆了！“韦神”现身北大，全球顶尖科学家为他让路！普通人看完沉默了……这可能是我今年看到最震撼的画面之一！就在不久前，北京大学数学科学学院门口，出现了一位穿着极其朴素、推着共享单车、手提矿泉水瓶、买着两个馒头的 ...全文,正面反馈
5175560965193915,Mon Jun 09 09:42:33 +0800 2025,韩姑娘微博,谁见了不说一句真厉害北京这种可以带小孩的儿童单车竟然这么多，上海我都没见过几辆。不仅可以带小孩，还是三个座可以带俩,正面反馈
5176028565602567,Tue Jun 10 16:40:38 +0800 2025,kglzg,18图北京行几个月前还在dy上羡慕别人的落日飞车，几个月后就实现了，太好了。好几个凌晨在街头散步、通宵看升旗后逛故宫听解说坐下睡着十五分钟、小酒馆年轻的活人感、南门涮肉旁桌讲着失恋酒话、和朋友飞驰共享单车骑丢了耳机…很鲜活，也有疲惫没关系，都是旅行的一部分。感受别人呆腻或向往的地方 ...全文,正面反馈
5176003576202183,Tue Jun 10 15:01:20 +0800 2025,第一球迷胖哥,#准考证遗落共享单车民警火速寻找考生#的动人故事，既体现了社会对高考的重视，也提醒考生需加强细节管理。民警的高效处置和公众的热心参与，共同保障了高考的公平与秩序。为@北京公交警方点赞👍,正面反馈
5176000499679807,Tue Jun 10 14:49:06 +0800 2025,唯一混子-,这个共享单车跟我说它不热，我就把手很信任的放了上去，幸好我没有把屁股放上去，因为我把手放上去的一瞬间都被烫得尖叫了，我扫了旁边的一辆，结果这一辆骑起来嘎啦嘎啦响，我在想这辆车的声音使我看起来像收废品的大爷骑三轮车一般，结果就在我这样想的时候有一个骑三轮车的大爷路过我，我的共享单车 ...全文,其他
5175643421542310,Mon Jun 09 15:10:13 +0800 2025,寒枝山月,补一下昨天的sc：买了车开了一年没洗过zc：你买的什么车，这是你买的无影船吧弹幕：不常跑远的地方买个小电驴好zc：有一说一啊，我觉得弄个小电驴也不错，最起码不用驾照应该是：但有一说一啊，我是觉得挺危险的，我连自行车现在都不会骑，兄弟：我会骑自行车，但是我不会骑：我学会过，但是我 ...全文,其他
5175637062713602,Mon Jun 09 14:44:56 +0800 2025,唐加文双博士,《根治单车“牛皮癣”》—共享单车小广告治理，是城市精细化管理与安全环境建设的新课题共享单车已融入日常出行，但车身的非法小广告却如“牛皮癣”般顽固。胶粘式小广告到喷漆、盖章不断升级，背后是对单车高流量和低成本传播的觊觎。这类广告不仅破坏城市美观，更藏匿违法犯罪风险。技术防范必 ...全文,投诉
5175617360233019,Mon Jun 09 13:26:40 +0800 2025,酥酥尖叫姬,#林一说黄景瑜本人很温柔#黄景瑜又又又被认证反差魅力了林一初印象里的🐳：强壮 肌肉很大 很猛💪🏻一起玩过之后的评价变成了：童真 天真可爱 温柔🥺怎么谁见了这个黄景瑜都要感叹一下他好温柔，会在你旁边轻声细语的指导，像小学春游一样讨论怎么玩的开心。不管录什么 ...全文,其他
5175611957971856,Mon Jun 09 13:05:12 +0800 2025,勇攀高峰大hh,特别匆忙 但绝对不虚此行每个行程都很开心 先是南锣鼓巷的小店逛得心满意足 再是吃到了特别好吃特别正宗特别地道的铜锅 景区里闲逛偶尔走进一家首饰店也能如愿收获喜欢的小镯子晚上的风特别美好 骑着共享单车 跟喜欢的人走在人并不是很多的路上 怎么形容呢就是特别想停留在那一刻（此处又是我 ...全文,正面反馈
5175605297415871,Mon Jun 09 12:38:44 +0800 2025,大哥棣伊利奶片--大鞋垫版,王鹤棣再去北京必须尝尝啥味儿啊看给孩子香的 大半夜的骑共享单车也要去,其他
5175591403785665,Mon Jun 09 11:43:31 +0800 2025,科技艾瑞克,#北京1105人被拉进共享单车黑名单#2024年全年，北京市互联网租赁自行车累计骑行量11.44亿人次，日均骑行量312.58万人次，同比去年增长5.12%，车辆日均周转率为3.31次。各单车企业日均投入运维力量2791人、调运17.70万辆次。第三方共采集违规停放信息34214组，有1105人被纳入三家单车企业联合限制骑行名 ...全文,其他
5175591344013518,Mon Jun 09 11:43:16 +0800 2025,蓝天浙之滨,📍北京 | 海淀三山五园 | 绿道骑行🌟各位看官老爷，我根据“北京绿地指导”设计一条周末共享单车骑行路线。总长35公里，实测2小时40分钟。不要有后顾之忧。✅绿道环境好，推荐出行时间下午3时以后。✅你的快乐应该从选择一辆共享单车开始！✅途径海淀区“三山五园”磁场超强！你懂的！景色也 ...全文,建议
5175588474062129,Mon Jun 09 11:31:53 +0800 2025,听歌那点事儿,#北京1105人被拉进共享单车黑名单#北京共享单车没啥停靠点，路边随便停放都能锁车，很多路段都看不到划线的停车点，应该是故意的吧。,投诉
5175561087353741,Mon Jun 09 09:43:03 +0800 2025,入梦的肥熊,"财宝宝铁粉互助周一。北京高考进入倒数第二天，很多人都在挤地铁。地铁 XX 号线的车厢像个密封的罐头，我低头刷着微博，忽被一阵推搡声划破了沉闷。大姐 A 下车时，手掌不轻不重地扒拉到了堵在车门边的大姐 B。""你没事儿扒拉我干什么？"" 大姐 B 的声音带着被冒犯的尖锐，像根细针戳破了 ...全文",投诉
5175533954401838,Mon Jun 09 07:55:14 +0800 2025,北京李秀建,北京部分地铁站外聚集大量非机动车成为大问题，多年以前我就在网上发文提出共享单车运营企业要在地铁站外设立多层电动车库，还有半挂车式多层电动车库，装满后拉到其他地方停放下班时间再拉回来。电动摩托车重量大应该单建多层电动车库，存车可以收费例如包月交费，个人自己的自行车也可以交费入库。,建议
5175520938688807,Mon Jun 09 07:03:31 +0800 2025,吉祥太阳4,@北京12345，管管这每天从早上六七点钟，就开始缺德乱停堵在人行横道上的电动车与共享单车吧（这辆罩蓝色车衣电动车最为缺德，每天堵路乱停）-朱辛庄地铁站A2出入口外的红绿灯十字路口,投诉
5175439758461487,Mon Jun 09 01:40:56 +0800 2025,FantaOHB,两年前来北京的第一个周末，兴致冲冲地买了三里屯的线下脱口秀门票，看完后扫了共享单车夜骑半小时回家。当时不觉得那场脱口秀有多好看，只觉得自由和憧憬。在三里屯的车流中自己只是个初来乍到的年轻人，但好像以后的每个周末都会一起探索北京，每个周末都会有不一样的生活。两年后即将离开北京，想 ...全文,其他
5175427194684791,Mon Jun 09 00:51:01 +0800 2025,睡着了也困薯_,每次去北京都能赶上高温 然后人一离京立马降温话说北京的特产是冰箱贴吧 每个都好好看啊 根本买不完…还有在故宫文创店刚买的三个落在了共享单车车筐里,其他
5175410294002114,Sun Jun 08 23:43:51 +0800 2025,达芬奇煮鸡蛋,一到北京就会过上一种：早上出门希望小区门口有一辆共享单车等着我，晚上出地铁口祈祷上天留了一辆共享单车给我的生活。,其他
5175372130029729,Sun Jun 08 21:12:12 +0800 2025,李小宝110727,最喜欢骑东华门这边，因为电动车和共享单车都不允许驶入，妥妥的北京人独有的红墙下，晚风吹拂，骑行在古树红墙边，惬意😌,正面反馈
5175225786041227,Sun Jun 08 11:30:41 +0800 2025,摆摊卖冰激凌,在北京学会了骑自行车。。。感谢共享单车给我的机会,正面反馈
5175201782040052,Sun Jun 08 09:55:18 +0800 2025,暗域圣女,不是新西兰，是北京的四环🌳北京骑行已经带孩子骑了无数次三山五园绿道了，特别是绿化蕞多的北坞公园路段和玉东郊野公园路段，绝！绝！绝！美！！.🎨 这次总结了③条适合带孩子骑行的路线给大家，路上也有不少共享单车可以骑，路线都在地图里了～🌕 照片拍摄于去年6月，现在还没有这么绿哈～ ...全文,正面反馈
5175192676467052,Sun Jun 08 09:19:06 +0800 2025,我的昵称不记得了,40元/小时的共享单车你听说过吗？……#避雷##共享单车##北京旅游攻略##带着微博去旅行#,其他
5175074186594384,Sun Jun 08 01:28:17 +0800 2025,苦瓜存在主义危机,不能忍受P1开车来北京的路上，路过的某个休息站里的斑马线！觉得很好看！我一瞬间DNA就动了P2北京六环的一些路牌，真的很可爱……P3新家窗外的树和天，太喜欢了P4早上上班出门发现家门口所有的共享单车都消失了……P5入职第一天公司园区的天P6其实周末也是在加班的,正面反馈
5174524268254311,Fri Jun 06 13:03:06 +0800 2025,-今生是棣一次-,感觉每次回北京被偶遇都好可爱 很有生活气息的小猴 吃面、骑共享单车、去苍蝇馆子打包涮肉,其他
5175056414283765,Sun Jun 08 00:17:40 +0800 2025,你的纯爱女孩儿,不切实际的想法又pass一条，我是不可能骑共享单车北京遛到天津摩天轮的，，最长也就30公里，今天往返三个小时我觉得屁股已经不是自己的了，，，，再次对🚴♀️专业山地车低头，它的设计是有科学在的！斯密马赛山地车！！游泳训练心肺功能没问题，有氧耐力有恢复70%，所以骑行感觉不 ...全文,其他
5175016750318609,Sat Jun 07 21:40:03 +0800 2025,海海海海海龟先生,彻底被共享单车的计费规则惊到了，起步价1.5就已经够离谱了，现在哈啰单车起步价竟然涨到了1.8！还是前15分钟！骑了64分钟，竟然花了7.8！哈啰你怎么不去抢啊！太离谱了！不买骑行套餐根本就骑不起单车！在提倡绿色出行，健康出行，全民健身的当下，面对如此不合理的收费，有多少人会优先选择单车 ...全文,投诉
5175015147308929,Sat Jun 07 21:33:41 +0800 2025,变成小猫统治地球,笑死了，刷到视频说北京地铁换乘通道里最应该放共享单车，太有梗了。之前在北京地铁换乘的时候，我觉得大家走在换乘通道里就像现实版的工作细胞,其他
5174956828918262,Sat Jun 07 17:41:57 +0800 2025,丘丘徐,幸好学校里很多共享单车，我们扫了一辆，跟着她。追风少女。珠海·北京师范大学珠海校区,正面反馈
5174943404265133,Sat Jun 07 16:48:36 +0800 2025,Primo泽,大腚铁兴100km  大兴机场✔️（至于吃西瓜为啥少了一个人北京·北京大兴国际机场,其他
5174520362569110,Fri Jun 06 12:47:35 +0800 2025,十八是个自然卷,咋办我一想到王鹤棣回北京了也会像个普通人一样 上班（配音） 回家 拆快递 打扫卫生 吃饭 健身 骑共享单车回家………可能回去窝家里再看个电影什么的 就感觉好萌。。,其他
5174879583472828,Sat Jun 07 12:35:00 +0800 2025,帅子cy,回到昌平，终于有了除了共享单车以外的其他车。本人肯定是率先尝试了学校门口这个没有骑过的助力单车。但是我丝毫没有感觉到他的助力，我甚至感觉这个车更沉了，我骑的更累了。直到后来学妹提出了一个问题，是不是要带上头盔才能助力。果然啊！戴上头盔之后我轻松多了。,其他
5174708385614064,Sat Jun 07 01:14:43 +0800 2025,暗域圣女,最近超火🔥的绿道骑行| 亮马河直达郎园终于骑上了心心念念的北京塞纳河-郎园Station绿道！全程沿着河岸和公园，树荫超多，风景绝美，关键还特别友好，共享单车就能冲！骑完在郎园喝杯咖啡，这才是周末该有的样子啊！😍📍路线：从亮马河出发（新源里中街）→颐堤港坝河段→将府公园→郎园statio ...全文,正面反馈
5174705046947736,Sat Jun 07 01:01:27 +0800 2025,blueisberry,北京交通事故这么多吗，连续两天下班碰到2起交通事故，还都是小轿车和电车。最近好像不宜出门啊，前天下班好像是个小面包和电车，抵达现场之际，恰逢对骂之时，一对情侣和面包车主，女生观战未还口，忍耐已达极限，破防问候对方母亲，持续问候…前天遛弯，外卖小哥和🚗轿车车主，我到之际正式外卖 ...全文,投诉
5174674483058031,Fri Jun 06 23:00:00 +0800 2025,文明北京,#创建文明城市 共筑首善北京#【共享单车迎使用高峰，专项整治让市民有车可骑、有路可走】随着气温持续升高，北京共享单车骑行量显著攀升，迎来年度使用高峰。为切实保障市民出行安全和城市环境秩序，北京市交通运输综合执法总队自5月起开展为期三个月的共享单车夏季专项整治行动，通过视频巡检、动态 ...全文,其他
5174657382356628,Fri Jun 06 21:52:03 +0800 2025,wzy_official,我要在北京骑共享单车，逛公园，去书市。,其他
5174624939409922,Fri Jun 06 19:43:07 +0800 2025,吉祥太阳4,@北京12345您看看这图片是今天周五18时，朱辛庄地铁站A2出入口外的十字路口，这乱停车堵在回昌东路南向北方向人行横道与非机动车道上的众多共享单车与电动车，真得管管了吧！另外今天在A3出入口外有游商在堵着路经营，已影响到人们正常的通行通过，赶紧管管吧,投诉
5174598120508484,Fri Jun 06 17:56:34 +0800 2025,北京交通广播,#北京超千人被列入骑行黑名单#根据《北京区域互联网租赁自行车行业规范用户停放行为联合限制性公约》，2024年全年共采集违规停放信息34214组，有1105人被纳入三家单车企业联合限制骑行名单。北京市自行车电动车行业协会会长郭金枝介绍，骑行人在相关区域乱停车将在一定时间内无法使用本市目前三个品 ...全文,其他
5174567660425648,Fri Jun 06 15:55:32 +0800 2025,北京新闻,#京津冀交通部门开启高考护航模式#【2025年高考明天开考，京津冀三地交通部门多措并举为考生保驾护航】#京津冀2025高考指南#2025年高考将于6月7日开考。据北京市交通委介绍，为了保障考生顺利出行，交通部门围绕公交、地铁、出租车及网约车等领域推出了系列暖心服务举措。据天津市公安局介绍，今年高 ...全文,其他
5174560670616175,Fri Jun 06 15:27:45 +0800 2025,穿西装的哲学大兵,又开始考驾照了 高中毕业就去学车了 科一考了两回过了 科二死活考不过 大学期间陆陆续续考了三回科二 然后就不想去了 就拖到过期了 现在换了个驾校又开始学了 一看科一这堆破题就脑袋痛 没报说不想学的时候说我得掌握这个技能 报上了说不想学的时候说我怎么不早说 早说就不报了 我倒是想不报啊 老说什 ...全文,其他
5174549206272142,Fri Jun 06 14:42:12 +0800 2025,我是阳光灿烂,#温榆河公园#以前都是开车过来到6号停车场，这次就地铁17号线然后共享单车到7号门，完美。@文明朝阳@北京朝阳@文旅北京@北京温榆河公园WenyuRiverPark#畅游北京##美丽北京##爱上这座城##芸上梯田#,正面反馈
5174525873357270,Fri Jun 06 13:09:29 +0800 2025,山泉视频,路人深夜偶遇王鹤棣扫共享单车，好有年轻活力啊#深夜偶遇王鹤棣##偶遇王鹤棣深夜扫共享单车#,其他
5174523823391404,Fri Jun 06 13:01:20 +0800 2025,猴国精神病人,我要舔遍北京所有共享单车座垫。,其他
5174459489322782,Fri Jun 06 08:45:42 +0800 2025,xoxvic,有个事，我一直不敢说，我有种强烈的预感，郭德纲的德云社可能在走下坡路了。青岛那场演出，票卖得满满当当，观众挤在小剧场里，空调嗡嗡响，后背都粘上汗了。可老郭一开口，甩出来的全是网上抖了八百遍的老包袱，底下有人小声嘀咕：这票钱够我充会员看十次回放了！还有个哥们儿直接喊：角儿，换点新鲜 ...全文,其他
5174457035393682,Fri Jun 06 08:35:57 +0800 2025,广州涨公子,早间财经速递！6月6日8大产业动态+2大战略合作！一、项目投资与布局1. 炬申股份：发力航运领域，与船厂签订2艘船舶建造合同，总金额达7800万元，拓展业务版图，有望提升物流运输能力。2. 北京科锐：全资二级子公司计划投资1700万元建设分布式光伏发电站，紧跟绿色能源趋势，探索新的盈利增长点 ...全文,其他
5174372919673941,Fri Jun 06 03:01:42 +0800 2025,爱好胡说八道,在一个很普通的晚上那天我们刚刚看完音乐节我坐在好朋友的后座念念不忘的不是那天的音乐节而是和朋友在同一个城市快乐她开着小毛驴和我闲聊那个时候我们总是会想起在北京跨年那天晚上我们两个人骑着共享单车一起回酒店所以我们怀念永远不是景点而是当下带给我们的感受就像这首vlog里面我最 ...全文,其他
5174336495551877,Fri Jun 06 00:36:58 +0800 2025,涉水的103号大象,无数次觉得如果这个世界是有出场设定这个概念的存在，产业就是和我非常完美镶嵌的两块拼图。就现在而言我果然还是更喜欢背炸药包在北京三伏天骑共享单车的男孩，红扑扑，热腾腾，非常非常的柔软澄澈。,其他
5174245961236684,Thu Jun 05 18:37:12 +0800 2025,吉祥太阳4,@北京12345您看看这图片是今天18时，朱辛庄地铁站A2出入口外的十字路口，这乱停车堵在回昌东路南向北方向人行横道与非机动车道上的电动车与共享单车，得管管了吧！另外图九是回昌东路南向北非机动车道上，有游商堵着路在经营，已影响到人们正常的通行通过，赶紧管管吧,投诉
5174100685227561,Thu Jun 05 08:59:56 +0800 2025,茅台与二茅的日常,我俩就是当兵的料，环球暴走2w步，回酒店骑了快十公里的共享单车北京·北京环球度假区,其他
5174243772860859,Thu Jun 05 18:28:31 +0800 2025,全世界最可爱的雕儿,有的时候挺怀念北京，骑着共享单车满哪儿逛，一会一头扎进五道营逛杂货店，一会溜达到前门大街吃火锅去了，每天下了班奔波于找寻美食和新奇事物。唯一讨厌点在于，北京我住的地方街道特别黑，几乎每天都背着黑夜回家，现在想着都怕，那个小小的我怎么那么胆大。,其他
5174185367441087,Thu Jun 05 14:36:26 +0800 2025,北京交通,#北京出行服务##高考交通##出行有讲究#【#北京全市共享单车关闭语音提示#，高考期间开启“静音模式”】高考将于6月7日至10日举行，共享单车方面，6月6日至10日，全市范围内关闭共享自行车语音提示功能，减少噪音干扰，为考生创造安静的应试和休息环境；同时，加大共享单车巡查力度，严格控制考点周边...全文,其他
5174153050325900,Thu Jun 05 12:28:01 +0800 2025,虹艾绿,我以前真的觉得脱口秀演员很有钱在北京看到脱口秀演员骑共享单车，我当时都觉得不可思议，我以为有车或打车我以为……去年听刘旸讲脱口秀，他们还抢共享单车，要么没有共享单车，距离远，要么骑到目的地没有地方换车足见，我四年前是无知 ...全文,其他
5174135443687341,Thu Jun 05 11:18:03 +0800 2025,北京大峰峰,#高考#【北京地铁为高考生设置“三优先”通道、网约车平台将对目的地为高考考场订单优先派单】2025年高考将于6月7日至10日举行。6月5日，北京青年报记者从市交通委获悉，为保障考生顺利出行，市交通部门提前谋划、精心部署，围绕公交、地铁、出租车及网约车等领域推出系列暖心服务举措。其中，北京地铁 ...全文,正面反馈
5174114483964367,Thu Jun 05 09:54:46 +0800 2025,二不二狗,想怎样❓蹬个共享单车上班人都要化掉了,投诉
5174054148898890,Thu Jun 05 05:55:01 +0800 2025,别致大视野,女子提醒北京游客别骑亲子共享单车“一小时30，还找不到停车点”别致大视野的微博视频,投诉
5173929423407303,Wed Jun 04 21:39:24 +0800 2025,再吃一颗苹果kk-,我真是被北京的距离pua太太太长时间了，到现在都没缓过来。近期有几件事能说明：1.周日和小马一起去宜家商场逛，看坐地铁是54分钟，我说才54分钟！我说才！！2.刚才看一个楼盘，在吾悦广场附近，一搜地图都快到咸阳了，听距离感觉很远，发现开车距离是17km！我瞬间觉得才17km！！才！！因为我想到了 ...全文,其他
5173916681111871,Wed Jun 04 20:48:46 +0800 2025,阿丞森林,在二十四歲 我忽然想擁有一輛自己的自行車開春以後 幾乎每天都騎車通勤共享單車包月只要不到十五塊 家樓下過個馬路就會有幾輛藍的綠的共享單車交錯著停在一堆我有時會把在北京租的小臥室稱為「家」 可能只是為了方便代稱 因為我並不是很喜歡這個住所 它離公司很近 通勤又方便又快 房東夫婦人也很好  ...全文,其他
5173889697059186,Wed Jun 04 19:01:33 +0800 2025,feverfreeee,📝小记：魔都还是太international了 已被韩国人包围 还有泰国 俄罗斯 巴西等等 转角就碰见金发碧眼的人 真的都很好看北京是外国人报团来游玩 上海是外国人定居 到处都是外国人骑共享单车有钱就好玩 没钱就不好玩上迪体验感不好 太多太多人了 没有港迪松弛很喜欢上博的体验 服务很好 看青铜器的 ...全文,正面反馈
5173738272460124,Wed Jun 04 08:59:50 +0800 2025,陈家蟹,#她一个月赶了我一辈子的通勤#最近我在不少平台上看到N个号都在发类似的“挑战全网最远通勤”的视频，都是从北京的朝阳区到河北张家口的怀来县，往返都有。要么是早上6点起，9点到公司，要么是下午6点下班，9点到家，中间经历了共享单车、公交、地铁、高铁、网约车，每天6个小时的来回通勤时间。...全文,其他
5173662639980877,Wed Jun 04 03:59:18 +0800 2025,我偷偷跟你说啊别告诉别人,又想北京了好喜欢北京 一个充满各种情怀的地方 新新旧旧共存共荣 在大马路上骑着共享单车都觉着轻松又充满希望 老北京有自己地地道道的松弛感啊,正面反馈
5173625910199905,Wed Jun 04 01:33:21 +0800 2025,zgaooo,每次听空城，都会想起包头的夜景，我骑着共享单车在凌晨一点的白云鄂博路上漫无目地的散着，我觉得那首歌是为了包头而生，因为回了北京再也听不出那种感觉，后来知道杨坤就是包头人，果然如此,其他
5173593798611412,Tue Jun 03 23:25:45 +0800 2025,荔妃颗,实在没事干了 今晚突发奇想想骑车去北大看看 说走就走 到了共享单车我去出发了 这一路真的太漫长了 每次路过地铁站我都想下车进站 后面还是坚持下来了 因为目的地设置的北大 所以路过清华正门的时候我还是比较懵的 所以停在路边随意拍了一张 原来这就是清华 这一路上 我陆续路过了北大的四个侧门 感受 ...全文,其他
